Feature1,Feature2,Class
2.243848441515042,-2.84816702903062,2.0
-0.672898373796571,-3.0205488747587697,2.0
1.8599397009017717,-1.539807626831935,2.0
1.324106366029697,-2.0933144045105134,2.0
-3.1453374031321966,-1.1507770917548132,0.0
2.4219100339994393,-1.755741710518607,2.0
2.1819183527949995,2.6948866440986508,1.0
1.4663639796969954,1.5549716846177086,1.0
-3.2528416767388233,-1.905911252070526,0.0
2.700485989402452,-2.3166625341157507,2.0
2.5989671839259145,2.50345417131281,1.0
-2.5599869582356747,-2.30418667577892,0.0
2.764266803565698,-1.3061793945878537,2.0
2.5277221622894217,1.9835065480059089,1.0
3.2626523585516654,-1.724019189656978,2.0
1.8907290854339216,-2.1315253524800113,2.0
2.0802047289576313,2.600634176065636,1.0
1.4533508895570821,1.1555798810226454,1.0
2.084447574044128,-1.965208220492757,2.0
-2.405134250569472,-2.8388352874394642,0.0
1.1875921230186939,-2.026969039689498,2.0
3.0332342714468807,-1.9297677549634096,2.0
5.190064025904455,-2.1547158021541364,2.0
1.4158214826630728,-1.6888845881613153,2.0
1.4102202658394807,1.2100029077162864,1.0
1.418427015623769,-2.811238770551305,2.0
1.9835047517651143,-2.206157674543815,2.0
1.679443512287283,-2.3020841977663538,2.0
1.934463985803367,-2.3079817537118816,2.0
2.089001023275672,1.20737043002599,1.0
1.6079747628941623,-2.607796188659268,2.0
0.9075089084598909,-2.114737184076555,2.0
0.5228590834992797,-1.6276672468786424,2.0
0.7798992365262409,-2.892178548088861,2.0
1.7265636136651688,-2.688660678573471,2.0
-2.6003816664980173,-1.970598577196656,0.0
1.8712844175853782,1.150574198257433,1.0
0.8141989308035369,-0.666864893196099,2.0
2.4083115272343183,-1.72512474826902,2.0
1.9442312325573639,-2.0674331300564557,2.0
1.2584277975222717,-2.8852735355063825,2.0
2.1595360605426333,-1.8675449833873263,2.0
1.4729685054287962,-2.930244127353285,2.0
-1.7997484671003106,-2.051091060899416,0.0
1.6426954639204423,1.6020559693790604,1.0
1.4825121213908357,-1.387805973718081,2.0
-0.8664197505819224,-3.4994031039611766,0.0
3.478421963684748,-1.4110663866805555,2.0
1.39081655678567,-3.1048202582472433,2.0
2.0233683657369204,-2.6264124805960805,2.0
1.5320313470615141,-2.767831201240483,2.0
0.8241903714263072,-2.9085643504089185,2.0
2.821315385412209,3.1360085116852336,1.0
1.5924965564402278,-1.6398254617848071,2.0
2.4465383995125856,-2.236153578760897,2.0
2.0998414220416923,-1.903138928120009,2.0
0.643162569442219,-2.2359340464830004,2.0
1.745678118870322,1.8149065189418332,1.0
2.2242144223622553,-1.9812042109625445,2.0
1.8357636818207606,2.6475028671757923,1.0
2.1661456272710202,-1.260243807421092,2.0
1.8291699162834458,-1.2003547704873918,2.0
2.7401895767144024,-1.8490281407127542,2.0
3.741842382219446,-2.3553709338259634,2.0
1.97958642043072,2.2516500846465233,1.0
2.6281391574152235,-1.6140319896210369,2.0
3.6921619275911546,-2.005102295175149,2.0
1.13566984715044,1.2157384773048958,1.0
1.7667739452319837,1.4191811757063384,1.0
2.2698266223746684,1.4242556867849894,1.0
2.015261491791421,-1.5802418534646954,2.0
0.8887128507957152,-2.0899073277940095,2.0
1.9501945730647328,-3.0855734011632996,2.0
1.7270767522693031,1.3084236698115772,1.0
1.620279423714967,0.284140950637636,1.0
2.2218563867907672,1.6226146976761404,1.0
3.1243422963810814,2.4494892186956623,1.0
2.794848514222016,-1.846813577065722,2.0
-1.7398045232219161,-2.0911295311365143,0.0
3.2047800529759014,-1.5212221467065374,2.0
1.8387947644891591,-1.6302872759763858,2.0
3.431597856236381,-1.0934712360501027,2.0
2.6294101286048206,3.483456954130682,1.0
2.839476951480978,-1.6427755477076444,2.0
2.4516507002609575,-1.6252682443775177,2.0
0.8543601095593032,-2.089962797065521,2.0
2.331353017712711,1.2198400116612889,1.0
1.3172368726894021,-1.1629938762230112,2.0
1.4661716611978566,-2.209304664941811,2.0
2.694375093359551,3.1118469913427953,1.0
1.6302725359492884,-1.9206679559001156,2.0
1.7532625691699273,1.2010957155345048,1.0
2.334720692563718,1.219672928285958,1.0
3.10498575543642,-2.6422137149971645,2.0
2.693790722148438,-1.084029788097084,2.0
0.9539950956625318,2.308184302935021,1.0
1.2284504562014789,-1.1230174029159143,2.0
2.942751972906623,-1.6173824433018429,2.0
2.193503167585839,3.775259657094308,1.0
1.782938695150891,0.36112761446696773,1.0
2.3997032631785724,2.4813003234509297,1.0
2.2455912030656946,2.126579688525266,1.0
-1.1179365874183476,-2.502247186037215,0.0
1.534849460448731,-1.50901030088604,2.0
-3.5382731724998635,-1.0075549589822597,0.0
0.7961729892629303,-2.8008466387010986,2.0
1.5636052032411247,0.4224987055630982,1.0
2.7967762586830482,-1.5912854497472666,2.0
2.384122337124554,3.830524779051136,1.0
-2.9086953126586983,-0.4324861144604091,0.0
1.7022568734758674,2.2100946568086512,1.0
2.056429053298942,2.1933664882632207,1.0
2.166217856052489,-1.2939095669420975,2.0
3.0307897767584047,-2.427381647682713,2.0
1.6850502314531501,2.2475198228268845,1.0
2.1698415934377544,1.5962958512375618,1.0
2.1187611668922184,1.6519968836843468,1.0
1.0580577023435045,-2.207673032810866,2.0
3.360345424042088,-0.7020095954458152,2.0
3.8407631674531246,4.960163826389126,1.0
-1.5669873023114131,-2.023641549038285,0.0
2.265279787610386,-2.111952396068766,2.0
2.2804131212297936,3.0335849214988624,1.0
0.9118967535395908,-1.8853915806286958,2.0
2.2575983585211796,-1.512011068376264,2.0
2.510714612127363,2.5131969537706063,1.0
2.390653815245734,-1.4934058284979286,2.0
2.7751211492302352,-1.6742406743079767,2.0
1.6069165033572461,2.9684293457623285,1.0
4.068325571005286,-0.9300022426115819,2.0
1.8090258969399688,1.3256182994614298,1.0
-1.6234617050421223,-2.475104183959813,0.0
1.3131041597668556,-1.9350668333434373,2.0
1.0213098501485476,-2.2320991448250163,2.0
1.3120347981055729,-1.6040182920900692,2.0
2.42863033453358,3.355274630020433,1.0
2.0998719150621383,1.8732882302067415,1.0
2.276043893260619,-1.8005536856967002,2.0
0.3868131437218554,-2.5169014128820475,2.0
1.9381020171907997,-1.7794318900515573,2.0
0.5042752904902859,-1.8006790676812603,2.0
2.404764448895324,-2.066572769466969,2.0
0.8576310028206668,-1.8394476153974315,2.0
2.785822243478016,-2.7124659944147083,2.0
-2.3296348613166247,-1.5990756796636185,0.0
3.2160297498916353,-1.4095792109137533,2.0
2.5310288925418196,2.627652472448623,1.0
2.396644719002675,2.2432030546228985,1.0
1.8723348378024378,-2.5783409420714847,2.0
1.6801400890258713,-2.721190519562919,2.0
2.0327062996333627,-1.4361886260808783,2.0
-1.7787096988726578,-2.8265550103624877,0.0
-1.0726796325729113,-3.180576151237756,0.0
2.956057891905525,3.2982830593131793,1.0
-1.9487305481181254,-2.6774008084521217,0.0
2.6956462608710012,-1.5983251610128417,2.0
-1.7534728922151515,-2.2819871282456563,0.0
-0.3317673293748533,-3.4236975595709476,2.0
2.455712237958788,-1.7397257165070614,2.0
1.192915738674051,1.8398188831529112,1.0
2.654085092783043,-1.809583991612682,2.0
2.3503613283488463,1.805454682252018,1.0
1.883205375303247,-2.179744853444572,2.0
1.574143744932163,-1.7736074979630907,2.0
3.3219691374041753,3.3158319196197894,1.0
2.0884244770489233,2.5596236421710103,1.0
2.260907101670012,1.7697539199746437,1.0
1.571230034496408,0.9115637720344276,1.0
2.342622151313734,-2.34615907918591,2.0
2.076801548783549,-1.451185740624908,2.0
1.8365525872549608,2.8251512208348264,1.0
2.444300746135375,1.7795194956730225,1.0
1.1872190133523959,-2.113400722047683,2.0
0.5773212073933056,-2.279724703220588,2.0
2.6725667389411956,-2.0252406836654067,2.0
2.879111271204615,-1.3788443172165223,2.0
0.32641303686044854,-2.471142916115006,2.0
2.9525196569991827,-2.093191705239602,2.0
2.4796593153602027,-1.8923277279365367,2.0
2.283972752915853,1.7528417193320718,1.0
-2.9215260670482177,-0.4671700967192416,0.0
2.060772529862491,-1.853158956892276,2.0
1.3009888359353559,-2.0879489775416373,2.0
2.372776368182416,-2.5913273369077965,2.0
2.1422591379421787,-2.484594621743055,2.0
1.0565571371413338,-1.9906078347722795,2.0
3.2424883402353952,-1.7945832579910705,2.0
2.4481868124943036,-2.083237894651293,2.0
2.145320789017066,-1.982142141163477,2.0
2.4894565737186722,-1.9565651950063605,2.0
1.182738740589869,1.3662999858110856,1.0
3.0436799751418118,-1.0175669619536967,2.0
0.5356521124412019,-1.9616490159716147,2.0
1.6556611757520294,-2.498884284522524,2.0
2.4048869582168773,-1.9961816738649423,2.0
3.144684482211434,4.441651031378662,1.0
2.6606062437621314,-1.7387477564100813,2.0
1.9818734527706996,-2.039622460271399,2.0
-2.548403076915379,-2.161242385031958,0.0
1.815035175103083,-2.753547602815326,2.0
-3.569036947963233,-0.7950689492987264,0.0
1.8956453573726004,-1.782224105063038,2.0
1.8839261328315404,0.014014667014315307,1.0
2.7133628807200387,3.7961571199813813,1.0
1.5466368832993085,-2.6085621797413827,2.0
2.061605295122012,-2.004198077129433,2.0
0.9893516658647208,2.174403448812166,1.0
2.674528602404199,-1.5944267805217587,2.0
1.5280257944415334,-2.3762466825080972,2.0
-0.8837332529726822,-2.5350859554087126,0.0
2.1722008793593353,-1.9282802387122875,2.0
-3.1553903822186635,-0.6005067149608829,0.0
2.471404055457012,-2.32834608783719,2.0
1.5717941949542784,1.9664623842800673,1.0
0.851813189441593,-1.8151415869002259,2.0
1.5964147486914253,0.946685251943804,1.0
2.010481326816119,1.6670069593650616,1.0
-2.535516219038305,-2.4455187533065,0.0
1.7257011306405594,-2.1923894857152146,2.0
1.7742456313747041,-1.8077215635151642,2.0
1.8764858479814215,-2.428597949188906,2.0
3.2000913938995623,-1.317438352431656,2.0
1.7663321623159063,0.5114932861376116,1.0
2.771323915128996,-1.9684521485153204,2.0
1.7137058531883407,0.9255829106677402,1.0
0.2312051327852762,-2.736477259783865,2.0
2.7128870328263917,-2.4274975687465847,2.0
1.5401631963751596,1.2586748773475374,1.0
1.5528700778948075,2.33983107556435,1.0
-1.7962490806529672,-1.3918085423823179,0.0
1.527480799920763,-1.6344144734159263,2.0
2.1504680337518076,-1.0254557151111836,2.0
2.400137986742042,2.354876497037959,1.0
1.3811541134551453,2.017292095562571,1.0
1.7185949563725307,-1.554418587321313,2.0
2.2531432727666107,2.381796988660464,1.0
2.021987610602481,-1.7278987115903282,2.0
2.417652709095327,-1.3411646355998275,2.0
2.8906503027474844,4.582480226149171,1.0
4.031043487015115,-1.0744147471970702,2.0
1.6694640170707395,1.1577949891944228,1.0
3.339260683663653,-1.1797275957898454,2.0
2.953529394806912,-0.5177479746086979,2.0
0.9186784341964329,-3.0397019156367917,2.0
-1.4429048971384764,-2.0693717758445027,0.0
1.6314870370143975,0.39200363587219966,1.0
1.3135481108878135,-2.1597701416883632,2.0
0.2556956103865633,-2.609207781277454,2.0
1.2573599589655013,-2.1084004230338724,2.0
1.4501188714119884,-1.5198901637710716,2.0
2.948990153071903,-1.5183010991845431,2.0
1.910874019880837,-1.3641593143332105,2.0
1.01952560181061,1.1819838192424506,1.0
2.239477699901733,-1.879406800265129,2.0
2.072792645879834,-1.3956398878781882,2.0
2.8890735257391773,-2.075554887710382,2.0
1.472034403631394,1.8163528471693096,1.0
1.1155198685075938,1.6605348233864183,1.0
2.024899965050245,-2.7017650762144596,2.0
-2.54878311009197,-1.727716165321023,0.0
2.3661543714812407,-1.749190245456903,2.0
2.5851571674700606,-0.020171428473867437,2.0
1.4894925286411187,-2.3728945201982095,2.0
2.4499067073716794,-1.4763771788373674,2.0
-1.2276066566675103,-2.1951329048279216,0.0
1.8459179605997535,2.6728654400718934,1.0
2.0813736473259183,-2.6576828757568407,2.0
1.4260429843561773,-2.1413666545984578,2.0
1.8461895257782963,-1.4952781246063993,2.0
1.0544391302915468,-2.1597941662696667,2.0
0.8489948679807275,-2.097971350830815,2.0
2.1090146739351705,3.0071415472681005,1.0
0.18355992853369774,-1.7644600199819787,2.0
1.5663092552297522,-1.9653351835018606,2.0
2.6961147123934497,-1.9088360647819136,2.0
1.5610097462093067,1.0038613485960506,1.0
2.36648954777693,2.8477146650199874,1.0
-0.5925585548924948,-3.2057077242072123,0.0
2.3835974483608195,-1.7152732616608897,2.0
2.5128766449533164,-1.8207916218427191,2.0
1.682173222652862,2.4283807530700794,1.0
2.6062178312509645,2.7076317280106768,1.0
1.1990119976194462,-2.648008687387413,2.0
2.3368287857928687,-2.2256662612754097,2.0
2.4769122509597823,-1.3859148232286036,2.0
1.573045344916371,0.8568365524220636,1.0
3.013573783054264,-1.4165683500620108,2.0
1.7840692891184031,-1.856257937877019,2.0
2.5456492719430712,3.0227743840861616,1.0
4.2189464614232906,-3.0182790022475725,2.0
2.327086461276736,-2.078586239542719,2.0
0.961108032417366,-2.9071188146521383,2.0
2.176341666638822,2.0863664924592538,1.0
2.472219131651098,0.892808488231486,1.0
1.826963602238245,2.0138684961954167,1.0
2.2060003505969963,-1.7708258133482033,2.0
2.924745817728379,-1.827464670393173,2.0
-1.3438046020074264,-1.9546302163311786,0.0
2.0186617102921236,-2.627779775800703,2.0
2.318878403914793,-1.873103067385832,2.0
1.2901626663432753,0.9232595027817498,1.0
2.9452720519959787,1.5433704275709959,1.0
1.8067537714492903,0.517096661915035,1.0
3.3824312201155573,-3.103230317922496,2.0
0.6564237785640668,-1.9149940443470825,2.0
3.3779706261079596,3.3489683434068547,1.0
2.15347318268877,1.6942572962878648,1.0
3.6286008015014675,-0.8280328782231257,2.0
2.226568704406191,-2.1094411547784575,2.0
3.064062572525097,1.873792958230872,1.0
2.0833076861594004,-1.2410283569466654,2.0
2.300707461919299,2.119962504854949,1.0
2.5048044139192283,1.1200389767711918,1.0
2.662144548075239,-1.937062359073037,2.0
2.8336833934714614,-2.2480065168586485,2.0
1.3375209482726524,0.6945349346461371,1.0
1.7337449975015733,-2.532033592723563,2.0
3.1181411794523934,-2.4438066142744983,2.0
2.791891436086228,-2.387501351431407,2.0
1.9524960564607574,0.909071320218928,1.0
2.096158912861812,-2.038724903843164,2.0
2.84195547275237,2.9148994800809196,1.0
1.3007448252801326,-1.908720447309175,2.0
-2.6067064155239925,-1.2663565678287232,0.0
1.7129661998832333,-1.6303679029681624,2.0
2.307232858377659,2.8203434045075904,1.0
1.4866566480160897,-1.2775799004368142,2.0
0.9914713363932646,0.2808140878416894,1.0
2.6784885235719296,-2.1215909234862314,2.0
3.1246666770677836,2.6572155959846686,1.0
-1.1200486425657643,-2.5954838609589057,0.0
2.430110002983562,-1.5454351376008597,2.0
1.0821342364758861,-2.9178535610470586,2.0
2.6645344565107267,1.0041579587079357,1.0
1.2305530144664762,-2.3002279130786922,2.0
2.557810355802624,-1.1725413636616744,2.0
1.0689510014663552,-2.281198195061833,2.0
1.8798974396322434,1.7222636379544745,1.0
-2.1901917233106882,-1.4242125922793676,0.0
2.992469004472801,-2.646839344154965,2.0
2.1230704312852904,2.2460023883422946,1.0
-2.604003997612924,-0.7712353719733402,0.0
3.004782050085266,2.5448277471536107,1.0
1.7551710746983105,1.6896380600436727,1.0
1.0839424363802284,-2.089355691800754,2.0
2.182983470002631,-2.0771156156060075,2.0
2.427623532950508,-2.8492657757265434,2.0
2.776434313693703,2.500985114795952,1.0
1.661005025866868,-1.4461018195616242,2.0
0.5965781281433886,-2.063792914342037,2.0
2.171885121407243,3.092704181674164,1.0
1.1075838349301925,-1.9280057931308805,2.0
2.0523217069371578,2.2065316901292626,1.0
2.4904393730241647,-2.0082281769415564,2.0
0.9565815609731703,-2.727755969390092,2.0
2.0973709534414495,-1.6225131258027121,2.0
3.167463217464201,-1.7214909555908995,2.0
2.3145661120351497,-1.5113476768918628,2.0
2.080802210837011,-1.704457035007228,2.0
2.774780211503952,1.800315803106957,1.0
2.3110118899259087,-1.9327343895777398,2.0
2.193104748785749,-1.7071097047262493,2.0
1.6592513604777417,0.873446114365847,1.0
1.5214001658327962,0.43490638040101914,1.0
2.6394264668614253,-2.25369824772047,2.0
2.1824893122551017,-1.5364479122009254,2.0
-1.576908150632303,-2.255017996267335,0.0
1.6904749790725444,-2.9892965347306424,2.0
2.2283934297167867,-1.1182421428392149,2.0
2.17604639882783,-1.8472401873128965,2.0
1.810235342672736,2.039581400779346,1.0
1.1082960059044398,-2.1174162483886616,2.0
1.7787425864859785,1.7457849649439696,1.0
2.689318881254511,-2.104137775444161,2.0
2.950291394504326,2.623628112532188,1.0
1.9714441079128242,1.6724026506149852,1.0
0.47642901621473,-2.6807357359963433,2.0
2.9192835080129598,-1.3433067179392695,2.0
1.9704537273901597,-2.3479513209281455,2.0
2.6161282325903854,-2.7267169041581214,2.0
1.7937115315491727,-2.419457613300841,2.0
0.43963596368468894,0.3052318313732676,1.0
-3.736154671563204,-1.5169478051679683,0.0
2.1785025513754377,-2.0764413387776526,2.0
2.7214194318194553,-3.0036877247281923,2.0
1.8218759392820254,-2.3063210642697967,2.0
1.6557731578991488,-1.912204846585794,2.0
2.553009253225515,2.2669506818970744,1.0
3.1564792457482103,-1.518465676470992,2.0
2.7342658420742754,3.792550588144817,1.0
0.5475620926098408,-2.190827077405681,2.0
2.3965284825335624,-1.5965139571962905,2.0
-1.8321733384299606,-2.630156018008532,0.0
2.134107992436353,-2.0498131776553485,2.0
0.46465101606596737,-2.6977019335458494,2.0
1.4126738490951452,-2.2136091744792394,2.0
2.5822169691096217,-1.3960640777951845,2.0
3.711100153022322,-1.4636294253917193,2.0
1.9935501917739338,-2.5362547304674914,2.0
1.714832458391852,-2.689694882871996,2.0
2.928037022858116,-2.1590161398138554,2.0
2.2680549668796797,2.6475946098485155,1.0
1.5780279417999181,2.244934350983135,1.0
1.337561309876959,-2.156417855198921,2.0
1.9036146030577212,-1.8260340288948558,2.0
2.7923099470449086,-1.8122019153535578,2.0
2.3513087993981987,-1.9538782565895236,2.0
1.7599053971367793,-2.5866166587483868,2.0
2.7008415737492206,-1.3328484313603064,2.0
2.2500023358171566,-1.719511013976393,2.0
1.3122951705612285,-2.3025804256872555,2.0
1.9472925266633256,-1.8873983067668014,2.0
-3.330011495703544,-0.7806759702760011,0.0
1.524813590287001,-3.3712622980640776,2.0
2.797996840876806,-2.488126570172519,2.0
2.312732310120238,-2.394063706535913,2.0
2.299410859286688,-1.777690416235819,2.0
1.9268002873216203,-2.3197366422279093,2.0
1.9263124435890515,0.5815440582559879,1.0
2.8181568455447232,-2.090819410453988,2.0
2.5265022826903807,-2.10424809985238,2.0
2.6285672419393116,-2.364639595960874,2.0
0.9402467671018331,-2.383346911702235,2.0
2.6263329252705043,2.5937675682349655,1.0
1.8313796956269344,-1.7805397159231606,2.0
-1.6107552808156742,-1.7953302925905652,0.0
1.571150918224641,-2.1193116904046154,2.0
2.5052120047986075,2.7900691525473773,1.0
2.774663246583426,2.0296158823579695,1.0
1.8171677193608395,2.41502686601288,1.0
2.6953654732855368,-1.3374852224391094,2.0
2.096897609791865,1.4395679415538294,1.0
1.395462101410057,-2.9358315167855675,2.0
-1.8951133788616719,-2.1554815912189293,0.0
1.6535345613877046,-2.3042462887042023,2.0
2.313159245701838,-1.8886256930633079,2.0
2.043785100505397,-2.1708675152482355,2.0
2.7205080773903885,3.047599508386156,1.0
2.905431481370065,2.7271340571043936,1.0
1.7158518824489681,-1.2737283929763519,2.0
1.572038474427524,0.7311102943729413,1.0
1.3608519707548048,-1.541377577711368,2.0
2.552963417029043,2.097984938010287,1.0
2.254730729914309,-2.227038082071288,2.0
3.428637914420304,-2.663545262183444,2.0
1.6857607002931991,2.8882180157395925,1.0
2.4565233464153757,-2.5567816374868904,2.0
1.8366433567236788,-1.7335231922142147,2.0
-1.4012831067074667,-1.800636412066505,0.0
1.6052032104428324,0.6093802241728432,1.0
2.0160033552703043,-2.291407498287328,2.0
1.6993905498852626,-1.9844561315457354,2.0
4.317018465606687,-1.165844241924571,2.0
-1.2919313761730673,-2.953945575755898,0.0
1.0903144519892483,-2.2434735924854428,2.0
2.6433264694890433,-2.162292120516853,2.0
-1.7696416739517165,-2.81816213887337,0.0
0.5970742831240234,0.5756899119378316,1.0
2.1506747719858557,-1.7214482367568875,2.0
2.256460330381999,1.5010922987257347,1.0
2.8478830774252146,-2.5639489084906275,2.0
1.6195527184028655,-2.5384044671058463,2.0
0.8001153458177626,0.49666139222961325,1.0
2.199753590270345,-2.446545199412607,2.0
0.26762430056396624,-2.5714305156738186,2.0
2.552974832908191,-1.877091103394337,2.0
-1.7880365365720319,-1.937770223292749,0.0
1.864780829671274,-1.570229801621196,2.0
1.457217182900672,0.9677530040935676,1.0
1.517629185573834,-0.751601800278924,2.0
2.6361245587933433,-1.1532645106609238,2.0
1.652526603456087,1.8814669145758856,1.0
2.543944303994994,-1.9789644243050328,2.0
3.2025818696123904,2.7463877343727727,1.0
-2.715364785499381,-1.489837673013135,0.0
1.2832505124581033,-2.2979473565779966,2.0
1.4519166105333121,-1.7815545944066344,2.0
2.3531543680973397,1.4778621080779035,1.0
2.2907882818371355,-2.8949593809431766,2.0
1.1785324278598972,0.051289647107564784,1.0
2.188303267885728,-1.4672953607124968,2.0
1.428060505567736,-2.7159035732042716,2.0
1.3308614925724453,-2.740785142394642,2.0
1.768389295211001,-1.1578448896595481,2.0
1.8274898228711678,3.038301387323364,1.0
2.3515020567556446,-1.976615862752403,2.0
0.8150456466166016,0.16168556977860926,1.0
0.9826419413627299,-2.352347320821613,2.0
1.1274346877779968,-2.333520101193065,2.0
2.3247650139483564,-1.981725745522735,2.0
3.7026795476767482,-3.070772836945893,2.0
2.5838306219550473,-1.4253054602816642,2.0
1.2019977415140697,-2.4822867389102354,2.0
2.581484707322074,-1.3063189749177875,2.0
1.1882957386749333,-2.5581341048884583,2.0
1.2899465090458637,-2.1528890334201503,2.0
3.1532262749482785,-1.2016138096284639,2.0
1.2879300070155992,-1.3942029062632366,2.0
1.9509507380691224,-2.3930638733484546,2.0
3.1227061878122075,-2.8303340074251713,2.0
1.4224671794358437,-2.047517223362237,2.0
