Id,SalePrice
2006,248755.7177
2007,265439.2116
2008,228348.633
2009,215014.0872
2010,203317.4647
2011,135183.1446
2012,184447.5872
2013,207219.4237
2014,209039.3857
2015,224783.0359
2016,211152.1321
2017,209792.5337
2018,132962.5586
2019,139901.0089
2020,114736.6392
2021,113474.974
2022,186370.2169
2023,157016.4426
2024,309036.9364
2025,360820.0173
2026,188775.5394
2027,170541.282
2028,177020.0956
2029,191262.1809
2030,289197.8218
2031,224964.6515
2032,265544.2483
2033,275336.0798
2034,190746.4689
2035,217178.9058
2036,203153.8666
2037,205770.1872
2038,295858.0799
2039,240775.3651
2040,223783.1279
2041,285033.1088
2042,216287.4957
2043,188961.0715
2044,170177.2212
2045,212729.0123
2046,152134.9337
2047,156537.5289
2048,147198.6191
2049,151096.6336
2050,179537.767
2051,120775.8564
2052,130616.3612
2053,164311.5412
2054,96523.1723
2055,174550.7208
2056,147284.1077
2057,130075.97
2058,247802.0465
2059,148803.054
2060,189689.371
2061,181432.706
2062,140297.6732
2063,122438.0558
2064,148853.3373
2065,129108.0616
2066,181472.2593
2067,125560.8422
2068,141481.7987
2069,83742.8674
2070,113633.5532
2071,114112.8871
2072,139004.2116
2073,151739.0613
2074,177900.7797
2075,155668.7445
2076,127098.1645
2077,162530.4812
2078,142591.0826
2079,135377.0231
2080,125474.9956
2081,135505.2122
2082,127892.5919
2083,152583.7073
2084,121921.9397
2085,132101.8195
2086,126557.1599
2087,125731.9812
2088,109818.0616
2089,88970.2915
2090,135412.5793
2091,133450.4703
2092,134664.7218
2093,127147.0889
2094,109273.4107
2095,152403.5171
2096,83764.3635
2097,105606.5419
2098,138693.9722
2099,68742.4343
2100,107026.0467
2101,123854.7461
2102,127774.6948
2103,115181.5025
2104,148698.9596
2105,146657.8829
2106,83566.4241
2107,219989.8511
2108,118861.9957
2109,115325.1756
2110,141102.1896
2111,132369.071
2112,158627.0603
2113,126463.101
2114,127312.2959
2115,172863.985
2116,125862.6706
2117,165222.0864
2118,136304.7624
2119,124252.1712
2120,125373.8854
2121,117291.8874
2122,119793.7995
2123,87779.1779
2124,164937.8354
2125,157647.1397
2126,169818.7735
2127,170713.1812
2128,133430.7386
2129,99646.1828
2130,142394.1981
2131,158050.8676
2132,117759.1961
2133,131368.4538
2134,129431.7517
2135,101088.2884
2136,79289.9684
2137,116973.8775
2138,136453.9875
2139,155736.0787
2140,157321.5987
2141,148584.6369
2142,139893.1528
2143,162635.252
2144,127578.4181
2145,152371.8032
2146,147369.2991
2147,159784.66
2148,134657.9911
2149,152052.0124
2150,228734.6306
2151,112003.6379
2152,181967.3651
2153,170346.3676
2154,110627.799
2155,127236.3401
2156,305601.6912
2157,253183.0562
2158,261050.9403
2159,225391.9388
2160,184924.6373
2161,251401.8829
2162,434318.8993
2163,357971.2806
2164,250559.5153
2165,219237.459
2166,160571.3799
2167,231387.6324
2168,224820.5365
2169,220010.7914
2170,240711.3701
2171,154158.4355
2172,139864.1041
2173,164831.78
2174,260335.8157
2175,289466.6062
2176,317584.9808
2177,267515.9755
2178,221067.22
2179,149460.8584
2180,248390.9697
2181,203747.1772
2182,244118.5893
2183,212910.1681
2184,132005.4045
2185,109582.5966
2186,149843.9535
2187,160163.7394
2188,165819.6939
2189,250689.8932
2190,88377.0212
2191,85224.813
2192,93154.7712
2193,113127.869
2194,110251.5874
2195,124896.9684
2196,108060.7807
2197,120917.7199
2198,147815.1993
2199,178426.8678
2200,158610.3155
2201,146583.46
2202,215311.0776
2203,165227.531
2204,223148.4146
2205,135408.6373
2206,145158.317
2207,220767.8295
2208,266255.0109
2209,259725.88
2210,130429.1931
2211,121513.3312
2212,119472.2655
2213,110656.5797
2214,148927.2576
2215,111514.1988
2216,157713.0928
2217,56992.9741
2218,69929.351
2219,66693.8115
2220,71388.0453
2221,369224.7486
2222,316192.1116
2223,335025.4768
2224,222429.149
2225,139637.9796
2226,222473.4435
2227,222766.0525
2228,278772.8796
2229,274283.4515
2230,174500.519
2231,242190.4504
2232,196288.84
2233,208031.0122
2234,257264.508
2235,252367.0591
2236,290313.0345
2237,357001.2387
2238,201641.5002
2239,118225.0657
2240,171518.1545
2241,161035.1891
2242,134168.5414
2243,138548.7264
2244,105930.3926
2245,106077.6026
2246,151958.3741
2247,113725.4237
2248,138529.7553
2249,135695.3347
2250,152873.8448
2251,109468.334
2252,191901.7097
2253,173609.8903
2254,200904.5834
2255,203301.2346
2256,198856.0585
2257,255765.2375
2258,169491.8914
2259,198759.3437
2260,155483.4565
2261,195250.1823
2262,210376.9595
2263,424455.0851
2264,449891.9972
2265,169574.6415
2266,353985.7693
2267,440464.7491
2268,410170.852
2269,155033.2157
2270,212550.3666
2271,218700.3765
2272,208519.989
2273,183128.0508
2274,192618.9596
2275,163479.8658
2276,204731.1825
2277,200746.6555
2278,152155.5057
2279,135460.7413
2280,133377.6366
2281,192866.4654
2282,209786.0559
2283,114220.2317
2284,133962.1318
2285,144674.331
2286,130057.4543
2287,370029.1244
2288,267802.0453
2289,396522.3011
2290,444601.5793
2291,333569.5715
2292,449177.4206
2293,473858.1777
2294,401693.4551
2295,451425.1134
2296,296544.7639
2297,338069.0787
2298,340996.3065
2299,356948.7949
2300,337791.2703
2301,303848.6817
2302,253974.7645
2303,233672.7969
2304,227883.3975
2305,190696.3835
2306,192590.5613
2307,207578.4324
2308,245546
2309,302251.0992
2310,216835.7645
2311,212739.9211
2312,205450.0902
2313,195220.0117
2314,173599.4098
2315,202310.6652
2316,203757.7648
2317,197512.7132
2318,208262.8958
2319,192720.7423
2320,195290.5026
2321,267237.4045
2322,186720.5896
2323,199912.2957
2324,182520.5603
2325,228150.5518
2326,186420.9052
2327,232201.8253
2328,259494.5863
2329,207598.6949
2330,197433.2453
2331,373023.1706
2332,373891.2256
2333,335828.2318
2334,275122.7496
2335,300380.6499
2336,338222.7056
2337,230517.7502
2338,286575.102
2339,216504.8958
2340,368546.3526
2341,248269.35
2342,242414.8489
2343,244784.9848
2344,215278.8429
2345,254206.0498
2346,219430.3916
2347,220126.2951
2348,262800.2686
2349,222222.6378
2350,305315.2357
2351,288773.2748
2352,263976.433
2353,274541.0181
2354,135149.3599
2355,138122.524
2356,174242.8681
2357,203833.9308
2358,226838.1354
2359,141957.2211
2360,130617.0195
2361,153195.4749
2362,279785.5292
2363,143759.3633
2364,160834.376
2365,236631.4529
2366,190200.0914
2367,218933.4586
2368,238174.6855
2369,225695.8424
2370,190216.8145
2371,198671.4947
2372,209319.941
2373,322659.9749
2374,347324.7801
2375,263379.3823
2376,311282.2149
2377,377751.9509
2378,146820.6992
2379,214455.5409
2380,155098.1273
2381,167556.6776
2382,213757.4299
2383,224531.5131
2384,278943.9504
2385,169425.2636
2386,142411.2407
2387,145423.4567
2388,102447.3101
2389,131363.1221
2390,158781.6224
2391,157309.0744
2392,123815.7662
2393,164560.6993
2394,154247.1052
2395,224118.6763
2396,153193.0963
2397,227660.0141
2398,153387.716
2399,57977.3311
2400,69654.5737
2401,123370.5053
2402,146417.2446
2403,153738.1631
2404,154082.5705
2405,166796.1678
2406,153780.0431
2407,133700.3189
2408,152322.8215
2409,136845.5621
2410,178397.9072
2411,129078.1338
2412,173786.0569
2413,140633.7356
2414,154188.5164
2415,145843.6122
2416,131958.9781
2417,143261.6479
2418,138226.7588
2419,150456.0466
2420,142952.1997
2421,164220.3633
2422,125942.3934
2423,142123.804
2424,168574.0516
2425,201263.5528
2426,133766.7293
2427,154297.2397
2428,184544.8815
2429,121336.0807
2430,140358.522
2431,116710.7639
2432,165009.4891
2433,166952.8878
2434,143451.1214
2435,170187.4807
2436,122065.5326
2437,119667.8797
2438,134351.7819
2439,115080.9284
2440,121812.3628
2441,96694.9523
2442,112546.5773
2443,130067.4248
2444,142124.4468
2445,92260.5487
2446,153418.7712
2447,191942.8664
2448,142620.5781
2449,113428.3169
2450,156468.208
2451,154307.9067
2452,207420.8866
2453,103292.3615
2454,141013.2086
2455,121284.8927
2456,140250.4041
2457,138588.8544
2458,132024.5374
2459,122222.843
2460,142852.8161
2461,122037.5138
2462,149705.0876
2463,125328.3191
2464,192803.2587
2465,145141.271
2466,118398.1316
2467,133102.813
2468,87015.9828
2469,85819.3865
2470,213478.0708
2471,233335.4432
2472,191090.5027
2473,121532.609
2474,97912.5217
2475,212977.9569
2476,116888.248
2477,140742.5184
2478,155362.647
2479,112670.8741
2480,154587.1789
2481,139034.4211
2482,137109.0175
2483,124890.6747
2484,128601.2332
2485,137787.3509
2486,171702.8992
2487,204585.9939
2488,156729.2067
2489,153553.8526
2490,166955.7319
2491,86589.6951
2492,215720.014
2493,158604.1257
2494,161000.839
2495,91862.0139
2496,283345.4889
2497,154031.271
2498,123945.5412
2499,93454.7305
2500,142711.4985
2501,141718.994
2502,162568.7284
2503,105547.0792
2504,185808.9423
2505,242618.1412
2506,261288.3419
2507,278734.2215
2508,268705.9964
2509,234033.1704
2510,226581.0089
2511,185653.6655
2512,221755.9757
2513,247375.4308
2514,267214.4128
2515,168891.0688
2516,180716.135
2517,161925.0635
2518,167837.4643
2519,261710.6665
2520,226927.4103
2521,209386.3321
2522,254263.5399
2523,126711.4093
2524,153185.0367
2525,163706.4314
2526,142716.8782
2527,126889.6746
2528,138762.5419
2529,132078.1567
2530,130081.5739
2531,278004.9334
2532,247579.9099
2533,211300.702
2534,265800.8788
2535,328988.6909
2536,266181.7126
2537,233630.2413
2538,205185.5334
2539,193698.7204
2540,192318.7049
2541,201512.1709
2542,192789.7553
2543,132734.453
2544,136687.8596
2545,137309.366
2546,127814.6564
2547,136615.3248
2548,171436.4427
2549,181403.248
2550,315460.4769
2551,153195.4748
2552,138194.886
2553,86946.7081
2554,93867.9341
2555,123834.1748
2556,112611.2218
2557,103931.3707
2558,155874.4994
2559,143763.7002
2560,155423.4478
2561,147171.0916
2562,146340.6682
2563,166295.7976
2564,207002.1478
2565,158372.4975
2566,197394.0574
2567,146525.4354
2568,205410.1885
2569,226986.7201
2570,129057.3174
2571,223351.6484
2572,141339.5156
2573,222781.4945
2574,279134.6742
2575,131532.6261
2576,139380.6184
2577,176996.8789
2578,91778.9683
2579,74638.4507
2580,108217.26
2581,104692.0938
2582,95749.7564
2583,309019.9456
2584,169285.3747
2585,223790.4417
2586,237081.0135
2587,210738.7073
2588,142890.2241
2589,155631.0406
2590,232975.8353
2591,230941.7785
2592,233598.4043
2593,290168.3131
2594,178170.2157
2595,212300.2724
2596,334139.159
2597,215300.795
2598,322935.7079
2599,313691.0527
2600,155353.2278
2601,157060.9864
2602,90853.8606
2603,102894.5323
2604,93197.6508
2605,86750.2952
2606,163294.3641
2607,210512.5696
2608,217961.863
2609,179170.0267
2610,114401.0081
2611,129749.9869
2612,164856.5369
2613,147143.1692
2614,148748.0883
2615,153339.7181
2616,161935.0414
2617,189185.6754
2618,196682.1669
2619,210139.5121
2620,204031.2716
2621,203786.0147
2622,198868.3441
2623,271075.1032
2624,319539.3733
2625,317415.8589
2626,195507.948
2627,163507.6273
2628,477280.1102
2629,476016.2657
2630,375372.9882
2631,478470.9042
2632,476277.0252
2633,357991.9218
2634,449673.6875
2635,168781.6702
2636,184387.7977
2637,179071.0004
2638,276831.2729
2639,214553.8477
2640,160675.1345
2641,118666.1443
2642,232975.4042
2643,107602.8895
2644,141544.5842
2645,114015.3746
2646,106822.994
2647,113256.825
2648,154552.8133
2649,152087.1999
2650,136109.0547
2651,149065.2056
2652,392539.223
2653,260431.4771
2654,246408.0197
2655,433105.7673
2656,328979.2646
2657,366353.904
2658,322507.3951
2659,317108.5478
2660,360959.7879
2661,347128.5879
2662,374432.2227
2663,291842.8759
2664,290310.4774
2665,344898.5821
2666,294122.4895
2667,175318.8834
2668,190903.993
2669,191290.202
2670,299884.8894
2671,197672.1944
2672,211470.0114
2673,231318.236
2674,229557.5428
2675,186830.3111
2676,207734.5363
2677,227168.4273
2678,281543.1666
2679,274543.2789
2680,297764.4886
2681,400222.8806
2682,329500.5859
2683,506268.6864
2684,326913.2007
2685,341596.421
2686,278038.9408
2687,306219.8297
2688,222360.8097
2689,204075.1118
2690,441022.2625
2691,214498.2534
2692,145965.3399
2693,208776.1227
2694,133388.9442
2695,206924.5344
2696,202385.556
2697,202176.1136
2698,197926.3715
2699,198487.5682
2700,172781.3785
2701,163367.8568
2702,117620.6281
2703,132698.0493
2704,143745.5114
2705,132014.0801
2706,131593.1452
2707,133456.8172
2708,144844.7253
2709,110792.1337
2710,134365.6907
2711,248229.9681
2712,386158.1907
2713,187911.8173
2714,162316.7805
2715,189589.1552
2716,151135.2703
2717,212852.2893
2718,250323.8455
2719,164720.9404
2720,172644.0825
2721,147789.533
2722,172965.9607
2723,146304.0119
2724,144508.5359
2725,146441.8745
2726,168679.1729
2727,189918.1598
2728,175308.5763
2729,154311.754
2730,149743.3199
2731,132939.1093
2732,143544.3544
2733,170951.7658
2734,155093.9071
2735,140228.4991
2736,155391.3727
2737,134180.8955
2738,145740.6879
2739,167349.0953
2740,144720.3256
2741,164226.0441
2742,162693.5717
2743,167157.0939
2744,165459.0918
2745,146595.9921
2746,151196.1991
2747,158456.8812
2748,130220.7609
2749,145821.1854
2750,147865.9484
2751,151282.9552
2752,184751.4161
2753,161793.1436
2754,236794.9589
2755,132889.2029
2756,101877.7554
2757,78996.8588
2758,101841.0117
2759,164207.4737
2760,151954.7929
2761,161465.2102
2762,154241.6656
2763,195035.9575
2764,147412.0365
2765,294720.0258
2766,134964.4239
2767,99515.3397
2768,149035.4286
2769,148328.9605
2770,139680.4309
2771,125434.4536
2772,127908.339
2773,184424.6306
2774,146407.9675
2775,135104.0308
2776,147637.1709
2777,146930.9377
2778,94971.2306
2779,146036.7286
2780,96336.2014
2781,109064.8819
2782,108625.1884
2783,119324.5427
2784,129822.8012
2785,143394.2059
2786,77546.2518
2787,124644.8814
2788,87811.6689
2789,181396.3967
2790,91618.2358
2791,128056.0065
2792,63773.2931
2793,162021.8214
2794,98194.1202
2795,132675.5018
2796,111184.4248
2797,198630.2356
2798,113711.6914
2799,131337.4425
2800,71325.064
2801,112756.5185
2802,133805.6703
2803,183974.3998
2804,137056.0319
2805,104580.2489
2806,90379.2817
2807,165145.6468
2808,163392.0432
2809,145552.5298
2810,132896.6133
2811,174430.7292
2812,169959.2509
2813,180599.2164
2814,177431.434
2815,101970.2297
2816,257020.4533
2817,162966.0705
2818,138565.5998
2819,186438.1837
2820,146188.7674
2821,102257.7931
2822,204213.7601
2823,328472.5396
2824,187490.1113
2825,172190.1533
2826,140608.2535
2827,144513.5421
2828,264258.8111
2829,220310.1771
2830,248375.0885
2831,186427.4217
2832,298066.6865
2833,310107.4852
2834,235514.7842
2835,241074.9945
2836,218055.546
2837,156853.9029
2838,164758.0545
2839,206966.5223
2840,212429.2919
2841,222824.0345
2842,255936.7663
2843,162577.0811
2844,164904.8638
2845,123587.5579
2846,226431.7611
2847,218298.6699
2848,209236.1568
2849,224929.3122
2850,295669.9474
2851,251289.1643
2852,245622.619
2853,268052.5947
2854,150832.5074
2855,220497.4776
2856,221350.7175
2857,209813.7746
2858,211845.0627
2859,134185.1077
2860,135190.3577
2861,142492.4599
2862,205575.3682
2863,141994.0527
2864,256100.2551
2865,154878.8728
2866,147863.9237
2867,105280.3388
2868,99852.8007
2869,122693.5207
2870,134778.4357
2871,103094.5158
2872,63026.8397
2873,103357.5653
2874,156203.5946
2875,110947.446
2876,165545.5859
2877,155037.5999
2878,170162.9666
2879,160420.7217
2880,109925.1986
2881,160740.367
2882,202675.6114
2883,211353.88
2884,205176.2594
2885,209113.6721
2886,241786.9803
2887,97854.7525
2888,130912.7843
2889,62335.1512
2890,92591.9984
2891,148050.2072
2892,48079.177
2893,66622.4553
2894,54878.1247
2895,330389.2101
2896,308011.9256
2897,229978.5865
2898,158983.9633
2899,222010.3455
2900,166728.3041
2901,210151.8162
2902,222327.6304
2903,357936.9342
2904,366838.2856
2905,84312.6951
2906,209390.5565
2907,117878.5724
2908,140550.8926
2909,150354.8487
2910,82909.7299
2911,88496.4911
2912,155599.1254
2913,89470.8928
2914,83350.1972
2915,87711.6876
2916,86025.1089
2917,165092.6502
2918,135528.4912
2919,228355.3014
