,0
401,7.0
402,5.0
403,1.0
404,1.0
405,2.0
406,7.0
407,4.0
408,7.0
409,7.0
410,5.0
411,4.0
412,5.0
413,1.0
414,2.0
415,8.0
416,1.0
417,1.0
418,4.0
419,5.0
420,8.0
421,5.0
422,5.0
423,7.0
424,2.0
425,1.0
426,7.0
427,7.0
428,7.0
429,8.0
430,4.0
431,7.0
432,5.0
433,2.0
434,7.0
435,1.0
436,4.0
437,7.0
438,5.0
439,5.0
440,7.0
441,4.0
442,8.0
443,7.0
444,4.0
445,4.0
446,1.0
447,4.0
448,4.0
449,8.0
450,4.0
451,7.0
452,5.0
453,8.0
454,5.0
455,7.0
456,1.0
457,4.0
458,4.0
459,7.0
460,5.0
461,7.0
462,7.0
463,4.0
464,4.0
465,1.0
466,7.0
467,5.0
468,4.0
469,1.0
470,1.0
471,4.0
472,5.0
473,5.0
474,7.0
475,0.0
476,1.0
477,4.0
478,1.0
479,0.0
480,4.0
481,7.0
482,1.0
483,2.0
484,8.0
485,8.0
486,5.0
487,7.0
488,4.0
489,7.0
490,0.0
491,7.0
492,2.0
493,5.0
494,5.0
495,7.0
496,7.0
497,4.0
498,2.0
499,0.0
500,5.0
501,5.0
502,4.0
503,4.0
504,1.0
505,7.0
506,5.0
507,4.0
508,0.0
509,5.0
510,7.0
511,7.0
512,7.0
513,4.0
514,7.0
515,4.0
516,2.0
517,7.0
518,5.0
519,2.0
520,4.0
521,8.0
522,0.0
523,7.0
524,8.0
525,1.0
526,0.0
527,1.0
528,1.0
529,7.0
530,0.0
531,4.0
532,4.0
533,7.0
534,5.0
535,4.0
536,5.0
537,5.0
538,4.0
539,4.0
540,5.0
541,2.0
542,7.0
543,2.0
544,0.0
545,4.0
546,0.0
547,8.0
548,2.0
549,1.0
550,1.0
551,4.0
552,1.0
553,5.0
554,5.0
555,0.0
556,7.0
557,7.0
558,5.0
559,2.0
560,4.0
561,4.0
562,7.0
563,1.0
564,5.0
565,5.0
566,4.0
567,1.0
568,1.0
569,5.0
570,5.0
571,7.0
572,7.0
573,5.0
574,0.0
575,4.0
576,7.0
577,4.0
578,4.0
579,4.0
580,5.0
581,1.0
582,4.0
583,5.0
584,8.0
585,1.0
586,7.0
587,5.0
588,7.0
589,4.0
590,7.0
591,7.0
592,7.0
593,4.0
594,2.0
595,5.0
596,5.0
597,5.0
598,1.0
599,5.0
600,7.0
601,1.0
602,7.0
603,1.0
604,7.0
605,2.0
606,7.0
607,4.0
608,5.0
609,4.0
610,8.0
611,4.0
612,4.0
613,2.0
614,2.0
615,5.0
616,7.0
617,0.0
618,0.0
619,7.0
620,7.0
621,5.0
622,8.0
623,4.0
624,0.0
625,7.0
626,5.0
627,5.0
628,5.0
629,7.0
630,5.0
631,1.0
632,7.0
633,5.0
634,1.0
635,7.0
636,8.0
637,7.0
638,7.0
639,2.0
640,2.0
641,5.0
642,8.0
643,5.0
644,4.0
645,4.0
646,4.0
647,5.0
648,1.0
649,7.0
650,8.0
651,5.0
652,0.0
653,1.0
654,7.0
655,2.0
656,5.0
657,4.0
658,2.0
659,7.0
660,4.0
661,4.0
662,4.0
663,0.0
664,4.0
665,4.0
666,1.0
667,4.0
668,4.0
669,5.0
670,4.0
671,8.0
672,5.0
673,4.0
674,7.0
675,7.0
676,7.0
677,5.0
678,5.0
679,0.0
680,5.0
681,8.0
682,7.0
683,7.0
684,1.0
685,4.0
686,5.0
687,5.0
688,8.0
689,8.0
690,2.0
691,5.0
692,0.0
693,1.0
694,7.0
695,4.0
696,4.0
697,8.0
698,7.0
699,7.0
700,4.0
701,0.0
702,5.0
703,0.0
704,5.0
705,0.0
706,8.0
707,4.0
708,5.0
709,7.0
710,5.0
711,7.0
712,1.0
713,7.0
714,7.0
715,5.0
716,2.0
717,4.0
718,4.0
719,4.0
720,8.0
721,2.0
722,1.0
723,1.0
724,1.0
725,0.0
726,5.0
727,4.0
728,8.0
729,5.0
730,8.0
731,1.0
732,4.0
733,2.0
734,4.0
735,7.0
736,1.0
737,5.0
738,1.0
739,7.0
740,4.0
741,4.0
742,4.0
743,5.0
744,4.0
745,8.0
746,4.0
747,8.0
748,7.0
749,5.0
750,4.0
751,8.0
752,5.0
753,4.0
754,7.0
755,5.0
756,8.0
757,1.0
758,1.0
759,7.0
760,8.0
761,0.0
762,7.0
763,0.0
764,4.0
765,0.0
766,0.0
767,7.0
768,1.0
769,7.0
770,4.0
771,7.0
772,0.0
773,1.0
774,4.0
775,4.0
776,4.0
777,5.0
778,4.0
779,1.0
780,1.0
781,5.0
782,8.0
783,7.0
784,4.0
785,7.0
786,5.0
787,7.0
788,5.0
789,5.0
790,7.0
791,0.0
792,4.0
793,0.0
794,4.0
795,4.0
796,1.0
797,5.0
798,8.0
799,7.0
800,1.0
801,1.0
802,4.0
803,4.0
804,1.0
805,4.0
806,8.0
807,5.0
808,4.0
809,1.0
810,7.0
811,4.0
812,4.0
813,7.0
814,4.0
815,4.0
816,0.0
817,8.0
818,7.0
819,7.0
820,4.0
821,0.0
822,4.0
823,0.0
824,1.0
825,7.0
826,0.0
827,4.0
828,5.0
829,2.0
830,7.0
831,4.0
832,7.0
833,8.0
834,2.0
835,8.0
836,5.0
837,1.0
838,7.0
839,5.0
840,7.0
841,8.0
842,0.0
843,7.0
844,8.0
845,7.0
846,8.0
847,2.0
848,5.0
849,5.0
850,7.0
851,8.0
852,8.0
853,7.0
854,1.0
855,7.0
856,1.0
857,4.0
858,5.0
859,7.0
860,0.0
861,4.0
862,1.0
863,4.0
864,4.0
865,4.0
866,5.0
867,8.0
868,4.0
869,4.0
870,5.0
871,4.0
872,5.0
873,2.0
874,2.0
875,5.0
876,1.0
877,1.0
878,0.0
879,1.0
880,4.0
881,4.0
882,5.0
883,1.0
884,4.0
885,7.0
886,1.0
887,4.0
888,4.0
889,8.0
890,1.0
891,7.0
892,5.0
893,1.0
894,4.0
895,2.0
896,8.0
897,5.0
898,1.0
899,1.0
900,5.0
901,4.0
902,5.0
903,7.0
904,5.0
905,6.0
906,7.0
907,4.0
908,2.0
909,8.0
910,2.0
911,0.0
912,5.0
913,8.0
914,1.0
915,7.0
916,4.0
917,5.0
918,1.0
919,5.0
920,7.0
921,4.0
922,5.0
923,8.0
924,4.0
925,7.0
926,8.0
927,5.0
928,5.0
929,4.0
930,4.0
931,2.0
932,1.0
933,4.0
934,7.0
935,2.0
936,8.0
937,7.0
938,8.0
939,4.0
940,5.0
941,2.0
942,5.0
943,1.0
944,5.0
945,8.0
946,4.0
947,2.0
948,8.0
949,2.0
950,5.0
951,7.0
952,4.0
953,2.0
954,4.0
955,2.0
956,5.0
957,2.0
958,0.0
959,2.0
960,8.0
961,8.0
962,4.0
963,0.0
964,4.0
965,5.0
966,1.0
967,7.0
968,7.0
969,5.0
970,4.0
971,1.0
972,7.0
973,5.0
974,8.0
975,1.0
976,7.0
977,0.0
978,7.0
979,4.0
980,4.0
981,7.0
982,7.0
983,7.0
984,7.0
985,7.0
986,0.0
987,5.0
988,4.0
989,2.0
990,1.0
991,8.0
992,4.0
993,5.0
994,7.0
995,4.0
996,5.0
997,2.0
998,1.0
999,8.0
1000,0.0
1001,7.0
1002,0.0
1003,7.0
1004,1.0
1005,4.0
1006,4.0
1007,4.0
1008,4.0
1009,8.0
1010,2.0
1011,5.0
1012,4.0
1013,8.0
1014,4.0
1015,8.0
1016,2.0
1017,4.0
1018,7.0
1019,7.0
1020,5.0
1021,8.0
1022,8.0
1023,5.0
1024,2.0
1025,5.0
1026,1.0
1027,7.0
1028,4.0
1029,1.0
1030,7.0
1031,1.0
1032,7.0
1033,5.0
1034,4.0
1035,7.0
1036,4.0
1037,4.0
1038,0.0
1039,0.0
1040,1.0
1041,5.0
1042,1.0
1043,8.0
1044,0.0
1045,1.0
1046,7.0
1047,7.0
1048,5.0
1049,5.0
1050,2.0
1051,7.0
1052,4.0
1053,7.0
1054,8.0
1055,1.0
1056,1.0
1057,4.0
1058,5.0
1059,5.0
1060,0.0
1061,0.0
1062,4.0
1063,0.0
1064,7.0
1065,4.0
1066,7.0
1067,0.0
1068,4.0
1069,8.0
1070,7.0
1071,7.0
1072,7.0
1073,4.0
1074,8.0
1075,2.0
1076,5.0
1077,1.0
1078,2.0
1079,8.0
1080,4.0
1081,0.0
1082,2.0
1083,4.0
1084,7.0
1085,7.0
1086,5.0
1087,5.0
1088,4.0
1089,1.0
1090,2.0
1091,1.0
1092,0.0
1093,1.0
1094,7.0
1095,5.0
1096,4.0
1097,4.0
1098,5.0
1099,4.0
1100,4.0
1101,1.0
1102,8.0
1103,1.0
1104,7.0
1105,2.0
1106,2.0
1107,5.0
1108,5.0
1109,5.0
1110,7.0
1111,2.0
1112,4.0
1113,1.0
1114,0.0
1115,5.0
1116,2.0
1117,5.0
1118,5.0
1119,8.0
1120,7.0
1121,4.0
1122,4.0
1123,1.0
1124,5.0
1125,4.0
1126,7.0
1127,5.0
1128,1.0
1129,2.0
1130,0.0
1131,4.0
1132,7.0
1133,0.0
1134,4.0
1135,5.0
1136,7.0
1137,4.0
1138,7.0
1139,8.0
1140,5.0
1141,0.0
1142,1.0
1143,1.0
1144,2.0
1145,7.0
1146,4.0
1147,7.0
1148,7.0
1149,4.0
1150,7.0
1151,7.0
1152,7.0
1153,4.0
1154,5.0
1155,5.0
1156,4.0
1157,1.0
1158,7.0
1159,4.0
1160,8.0
1161,1.0
1162,8.0
1163,0.0
1164,5.0
1165,4.0
1166,5.0
1167,2.0
1168,4.0
1169,4.0
1170,7.0
1171,2.0
1172,8.0
1173,1.0
1174,7.0
1175,5.0
1176,4.0
1177,8.0
1178,2.0
1179,7.0
1180,4.0
1181,7.0
1182,7.0
1183,8.0
1184,0.0
1185,7.0
1186,0.0
1187,4.0
1188,1.0
1189,7.0
1190,7.0
1191,5.0
1192,4.0
1193,7.0
1194,7.0
1195,8.0
1196,4.0
1197,7.0
1198,4.0
1199,5.0
1200,4.0
1201,7.0
1202,4.0
1203,7.0
1204,1.0
1205,7.0
1206,8.0
1207,5.0
1208,4.0
1209,0.0
1210,5.0
1211,4.0
1212,7.0
1213,7.0
1214,4.0
1215,7.0
1216,4.0
1217,8.0
1218,7.0
1219,2.0
1220,0.0
1221,0.0
1222,5.0
1223,5.0
1224,7.0
1225,8.0
1226,4.0
1227,8.0
1228,7.0
1229,4.0
1230,4.0
1231,4.0
1232,0.0
1233,7.0
1234,4.0
1235,1.0
1236,8.0
1237,5.0
1238,5.0
1239,8.0
1240,7.0
1241,5.0
1242,7.0
1243,7.0
1244,4.0
1245,4.0
1246,2.0
1247,4.0
1248,4.0
1249,5.0
1250,5.0
1251,5.0
1252,1.0
1253,7.0
1254,7.0
1255,7.0
1256,8.0
1257,5.0
1258,2.0
1259,4.0
1260,1.0
1261,7.0
1262,4.0
1263,2.0
1264,1.0
1265,5.0
1266,8.0
1267,5.0
1268,7.0
1269,1.0
1270,1.0
1271,5.0
1272,1.0
1273,4.0
1274,0.0
1275,4.0
1276,0.0
1277,1.0
1278,8.0
1279,5.0
1280,1.0
1281,7.0
1282,7.0
1283,0.0
1284,7.0
1285,1.0
1286,0.0
1287,4.0
1288,7.0
1289,1.0
1290,7.0
1291,7.0
1292,4.0
1293,5.0
1294,5.0
1295,8.0
1296,5.0
1297,5.0
1298,7.0
1299,7.0
1300,5.0
1301,5.0
1302,1.0
1303,1.0
1304,7.0
1305,0.0
1306,7.0
1307,7.0
1308,0.0
1309,5.0
1310,4.0
1311,7.0
1312,8.0
1313,4.0
1314,8.0
1315,5.0
1316,2.0
1317,7.0
1318,7.0
1319,4.0
1320,8.0
1321,7.0
1322,4.0
1323,2.0
1324,7.0
1325,0.0
1326,4.0
1327,5.0
1328,7.0
1329,1.0
1330,4.0
1331,5.0
1332,4.0
1333,1.0
1334,8.0
1335,1.0
1336,4.0
1337,5.0
1338,7.0
1339,2.0
1340,4.0
1341,8.0
1342,1.0
1343,4.0
1344,4.0
1345,0.0
1346,4.0
1347,5.0
1348,1.0
1349,4.0
1350,4.0
1351,5.0
1352,7.0
1353,2.0
1354,4.0
1355,4.0
1356,8.0
1357,8.0
1358,1.0
1359,7.0
1360,8.0
1361,7.0
1362,7.0
1363,4.0
1364,7.0
1365,4.0
1366,5.0
1367,7.0
1368,2.0
1369,1.0
1370,4.0
1371,8.0
1372,5.0
1373,1.0
1374,1.0
1375,0.0
1376,5.0
1377,0.0
1378,8.0
1379,1.0
1380,8.0
1381,7.0
1382,1.0
1383,8.0
1384,7.0
1385,7.0
1386,4.0
1387,7.0
1388,7.0
1389,8.0
1390,5.0
1391,7.0
1392,4.0
1393,8.0
1394,4.0
1395,7.0
1396,8.0
1397,2.0
1398,4.0
1399,4.0
1400,1.0
1401,5.0
1402,7.0
1403,7.0
1404,4.0
1405,7.0
1406,7.0
1407,7.0
1408,5.0
1409,4.0
1410,7.0
1411,1.0
1412,5.0
1413,1.0
1414,5.0
1415,4.0
1416,7.0
1417,4.0
1418,1.0
1419,7.0
1420,8.0
1421,1.0
1422,5.0
1423,5.0
1424,7.0
1425,7.0
1426,5.0
1427,0.0
1428,7.0
1429,7.0
1430,4.0
1431,7.0
1432,1.0
1433,8.0
1434,5.0
1435,7.0
1436,8.0
1437,4.0
1438,8.0
1439,8.0
1440,5.0
1441,4.0
1442,2.0
1443,7.0
1444,4.0
1445,7.0
1446,0.0
1447,4.0
1448,8.0
1449,4.0
1450,7.0
1451,7.0
1452,7.0
1453,0.0
1454,8.0
1455,4.0
1456,5.0
1457,8.0
1458,0.0
1459,7.0
1460,4.0
1461,5.0
1462,4.0
1463,7.0
1464,2.0
1465,4.0
1466,7.0
1467,1.0
1468,8.0
1469,5.0
1470,1.0
1471,0.0
1472,5.0
1473,7.0
1474,8.0
1475,4.0
1476,2.0
1477,8.0
1478,5.0
1479,7.0
1480,7.0
1481,7.0
1482,5.0
1483,4.0
1484,4.0
1485,0.0
1486,7.0
1487,7.0
1488,8.0
1489,5.0
1490,7.0
1491,4.0
1492,7.0
1493,8.0
1494,4.0
1495,0.0
1496,1.0
1497,4.0
1498,4.0
1499,2.0
1500,0.0
1501,1.0
1502,7.0
1503,4.0
1504,7.0
1505,5.0
1506,0.0
1507,1.0
1508,4.0
1509,4.0
1510,7.0
1511,7.0
1512,5.0
1513,8.0
1514,4.0
1515,4.0
1516,1.0
1517,8.0
1518,4.0
1519,8.0
1520,5.0
1521,8.0
1522,8.0
1523,5.0
1524,1.0
1525,5.0
1526,7.0
1527,4.0
1528,2.0
1529,7.0
1530,4.0
1531,1.0
1532,7.0
1533,4.0
1534,0.0
1535,4.0
1536,0.0
1537,5.0
1538,0.0
1539,0.0
1540,8.0
1541,1.0
1542,4.0
1543,5.0
1544,5.0
1545,5.0
1546,8.0
1547,7.0
1548,7.0
1549,4.0
1550,5.0
1551,7.0
1552,1.0
1553,8.0
1554,1.0
1555,8.0
1556,7.0
1557,7.0
1558,4.0
1559,0.0
1560,7.0
1561,8.0
1562,7.0
1563,7.0
1564,7.0
1565,0.0
1566,7.0
1567,8.0
1568,8.0
1569,5.0
1570,4.0
1571,0.0
1572,7.0
1573,7.0
1574,4.0
1575,1.0
1576,5.0
1577,1.0
1578,7.0
1579,2.0
1580,4.0
1581,7.0
1582,7.0
1583,1.0
1584,4.0
1585,5.0
1586,5.0
1587,4.0
1588,7.0
1589,4.0
1590,4.0
1591,5.0
1592,4.0
1593,5.0
1594,2.0
1595,8.0
1596,1.0
1597,7.0
1598,2.0
1599,7.0
1600,7.0
1601,7.0
1602,8.0
1603,7.0
1604,2.0
1605,0.0
1606,2.0
1607,1.0
1608,5.0
1609,1.0
1610,7.0
1611,4.0
1612,4.0
1613,4.0
1614,1.0
1615,8.0
1616,4.0
1617,2.0
1618,1.0
1619,1.0
1620,7.0
1621,5.0
1622,1.0
1623,5.0
1624,4.0
1625,4.0
1626,8.0
1627,5.0
1628,5.0
1629,4.0
1630,4.0
1631,8.0
1632,5.0
1633,5.0
1634,1.0
1635,0.0
1636,7.0
1637,7.0
1638,7.0
1639,5.0
1640,4.0
1641,7.0
1642,7.0
1643,4.0
1644,1.0
1645,4.0
1646,5.0
1647,1.0
1648,0.0
1649,0.0
1650,7.0
1651,7.0
1652,8.0
1653,7.0
1654,7.0
1655,8.0
1656,7.0
1657,2.0
1658,4.0
1659,7.0
1660,1.0
1661,4.0
1662,7.0
1663,1.0
1664,4.0
1665,4.0
1666,5.0
1667,5.0
1668,5.0
1669,7.0
1670,7.0
1671,4.0
1672,5.0
1673,4.0
1674,4.0
1675,7.0
1676,4.0
1677,0.0
1678,1.0
1679,4.0
1680,4.0
1681,5.0
1682,5.0
1683,5.0
1684,4.0
1685,5.0
1686,1.0
1687,4.0
1688,2.0
1689,7.0
1690,1.0
1691,7.0
1692,5.0
1693,5.0
1694,1.0
1695,7.0
1696,4.0
1697,2.0
1698,7.0
1699,1.0
1700,4.0
1701,7.0
1702,0.0
1703,8.0
1704,5.0
1705,4.0
1706,4.0
1707,7.0
1708,0.0
1709,8.0
1710,7.0
1711,1.0
1712,4.0
1713,7.0
1714,4.0
1715,8.0
1716,8.0
1717,0.0
1718,4.0
1719,1.0
1720,5.0
1721,4.0
1722,2.0
1723,5.0
1724,5.0
1725,7.0
1726,1.0
1727,5.0
1728,5.0
1729,8.0
1730,4.0
1731,4.0
1732,1.0
1733,8.0
1734,4.0
1735,1.0
1736,4.0
1737,7.0
1738,1.0
1739,0.0
1740,0.0
1741,5.0
1742,2.0
1743,8.0
1744,5.0
1745,8.0
1746,1.0
1747,0.0
1748,0.0
1749,5.0
1750,7.0
1751,1.0
1752,5.0
1753,5.0
1754,2.0
1755,7.0
1756,0.0
1757,2.0
1758,7.0
1759,2.0
1760,7.0
1761,5.0
1762,7.0
1763,8.0
1764,1.0
1765,7.0
1766,7.0
1767,7.0
1768,4.0
1769,1.0
1770,4.0
1771,2.0
1772,4.0
1773,0.0
1774,7.0
1775,7.0
1776,7.0
1777,1.0
1778,8.0
1779,4.0
1780,7.0
1781,7.0
1782,7.0
1783,0.0
1784,5.0
1785,5.0
1786,2.0
1787,4.0
1788,1.0
1789,2.0
1790,7.0
1791,1.0
1792,8.0
1793,5.0
1794,8.0
1795,4.0
1796,4.0
1797,5.0
1798,0.0
1799,5.0
1800,0.0
1801,1.0
1802,0.0
1803,0.0
1804,4.0
1805,0.0
1806,4.0
1807,4.0
1808,5.0
1809,8.0
1810,7.0
1811,5.0
1812,0.0
1813,7.0
1814,1.0
1815,7.0
1816,5.0
1817,5.0
1818,0.0
1819,4.0
1820,8.0
1821,2.0
1822,1.0
1823,4.0
1824,8.0
1825,8.0
1826,4.0
1827,4.0
1828,7.0
1829,7.0
1830,8.0
1831,5.0
1832,7.0
1833,4.0
1834,1.0
1835,0.0
1836,0.0
1837,7.0
1838,0.0
1839,5.0
1840,7.0
1841,4.0
1842,4.0
1843,4.0
1844,0.0
1845,2.0
1846,7.0
1847,1.0
1848,4.0
1849,7.0
1850,7.0
1851,7.0
1852,7.0
1853,4.0
1854,7.0
1855,4.0
1856,4.0
1857,5.0
1858,5.0
1859,7.0
1860,4.0
1861,1.0
1862,5.0
1863,7.0
1864,1.0
1865,4.0
1866,1.0
1867,5.0
1868,7.0
1869,1.0
1870,5.0
1871,4.0
1872,2.0
1873,5.0
1874,8.0
1875,0.0
1876,2.0
1877,7.0
1878,4.0
1879,7.0
1880,7.0
1881,7.0
1882,7.0
1883,4.0
1884,0.0
1885,4.0
1886,7.0
1887,1.0
1888,4.0
1889,7.0
1890,8.0
1891,8.0
1892,5.0
1893,5.0
1894,0.0
1895,1.0
1896,1.0
1897,5.0
1898,7.0
1899,4.0
1900,0.0
1901,0.0
1902,0.0
1903,4.0
1904,7.0
1905,8.0
1906,7.0
1907,7.0
1908,8.0
1909,7.0
1910,1.0
1911,5.0
1912,0.0
1913,8.0
1914,1.0
1915,7.0
1916,5.0
1917,0.0
1918,7.0
1919,8.0
1920,0.0
1921,5.0
1922,8.0
1923,2.0
1924,4.0
1925,4.0
1926,1.0
1927,7.0
1928,4.0
1929,4.0
1930,5.0
1931,7.0
1932,5.0
1933,5.0
1934,7.0
1935,3.0
1936,4.0
1937,5.0
1938,8.0
1939,4.0
1940,7.0
1941,7.0
1942,0.0
1943,7.0
1944,5.0
1945,7.0
1946,7.0
1947,5.0
1948,5.0
1949,0.0
1950,7.0
1951,4.0
1952,7.0
1953,7.0
1954,8.0
1955,7.0
1956,7.0
1957,0.0
1958,7.0
1959,7.0
1960,5.0
1961,4.0
1962,4.0
1963,7.0
1964,4.0
1965,5.0
1966,1.0
1967,8.0
1968,4.0
1969,0.0
1970,8.0
1971,4.0
1972,7.0
1973,4.0
1974,7.0
1975,4.0
1976,4.0
1977,8.0
1978,4.0
1979,0.0
1980,8.0
1981,7.0
1982,5.0
1983,5.0
1984,0.0
1985,1.0
1986,0.0
1987,1.0
1988,8.0
1989,4.0
1990,8.0
1991,7.0
1992,7.0
1993,7.0
1994,4.0
1995,2.0
1996,0.0
1997,4.0
1998,4.0
1999,7.0
2000,5.0
2001,5.0
2002,1.0
2003,5.0
2004,8.0
2005,4.0
2006,8.0
2007,5.0
2008,8.0
2009,1.0
2010,2.0
2011,4.0
2012,1.0
2013,5.0
2014,5.0
2015,8.0
2016,0.0
2017,4.0
2018,4.0
2019,7.0
2020,5.0
2021,8.0
2022,4.0
2023,5.0
2024,2.0
2025,5.0
2026,2.0
2027,4.0
2028,2.0
2029,4.0
2030,5.0
2031,7.0
2032,2.0
2033,7.0
2034,7.0
2035,4.0
2036,5.0
2037,8.0
2038,2.0
2039,2.0
2040,7.0
2041,8.0
2042,4.0
2043,4.0
2044,8.0
2045,2.0
2046,7.0
2047,0.0
2048,2.0
2049,4.0
2050,0.0
2051,8.0
2052,4.0
2053,4.0
2054,7.0
2055,7.0
2056,7.0
2057,4.0
2058,2.0
2059,7.0
2060,8.0
2061,0.0
2062,7.0
2063,0.0
2064,7.0
2065,4.0
2066,1.0
2067,8.0
2068,1.0
2069,8.0
2070,7.0
2071,4.0
2072,5.0
2073,4.0
2074,5.0
2075,7.0
2076,8.0
2077,0.0
2078,0.0
2079,7.0
2080,7.0
2081,1.0
2082,5.0
2083,7.0
2084,2.0
2085,2.0
2086,4.0
2087,7.0
2088,4.0
2089,5.0
2090,7.0
2091,4.0
2092,2.0
2093,5.0
2094,4.0
2095,5.0
2096,2.0
2097,4.0
2098,4.0
2099,4.0
2100,8.0
2101,4.0
2102,8.0
2103,2.0
2104,4.0
2105,5.0
2106,7.0
2107,5.0
2108,7.0
2109,0.0
2110,5.0
2111,7.0
2112,5.0
2113,2.0
2114,2.0
2115,7.0
2116,0.0
2117,5.0
2118,2.0
2119,1.0
2120,5.0
2121,2.0
2122,7.0
2123,7.0
2124,5.0
2125,5.0
2126,2.0
2127,0.0
2128,5.0
2129,7.0
2130,4.0
2131,5.0
2132,5.0
2133,4.0
2134,3.0
2135,5.0
2136,7.0
2137,1.0
2138,4.0
2139,5.0
2140,5.0
2141,1.0
